,name,id,xmin,ymin,xmax,ymax
0,British_Shorthair_129.jpg,1,0.296,0.256,0.536,0.454
1,leonberger_10.jpg,0,0.336,0.021021021021021023,0.654,0.37537537537537535
2,boxer_183.jpg,0,0.38,0.21333333333333335,0.654,0.472
3,shiba_inu_130.jpg,0,0.238,0.24331550802139038,0.42,0.5775401069518716
4,Russian_Blue_168.jpg,1,0.15315315315315314,0.24,0.45345345345345345,0.46
5,american_bulldog_171.jpg,0,0.3223350253807107,0.076,0.6928934010152284,0.34
6,basset_hound_125.jpg,0,0.4,0.07507507507507508,0.756,0.7747747747747747
7,english_setter_18.jpg,0,0.374,0.08358208955223881,0.632,0.4835820895522388
8,British_Shorthair_205.jpg,1,0.0025974025974025974,0.002,1.0,0.756
9,american_bulldog_112.jpg,0,0.1921921921921922,0.128,0.6516516516516516,0.412
10,basset_hound_110.jpg,0,0.17417417417417416,0.076,0.9309309309309309,0.634
11,Maine_Coon_14.jpg,1,0.268,0.20209059233449478,0.442,0.4843205574912892
12,Egyptian_Mau_121.jpg,1,0.37,0.34933333333333333,0.588,0.6666666666666666
13,staffordshire_bull_terrier_123.jpg,0,0.302,0.17333333333333334,0.88,0.6666666666666666
14,english_setter_187.jpg,0,0.21333333333333335,0.028,0.6,0.32
15,Ragdoll_135.jpg,1,0.20631067961165048,0.029166666666666667,0.633495145631068,0.40625
16,american_bulldog_190.jpg,0,0.274,0.16533333333333333,0.782,0.7813333333333333
17,British_Shorthair_107.jpg,1,0.428,0.08108108108108109,0.648,0.3843843843843844
18,pug_188.jpg,0,0.3466666666666667,0.12093023255813953,0.7433333333333333,0.5674418604651162
19,shiba_inu_112.jpg,0,0.592,0.264,0.68,0.408
20,shiba_inu_156.jpg,0,0.12012012012012012,0.192,0.9159159159159159,0.748
21,Abyssinian_118.jpg,1,0.003003003003003003,0.068,0.7717717717717718,0.606
22,scottish_terrier_110.jpg,0,0.114,0.08108108108108109,0.648,0.9219219219219219
23,Egyptian_Mau_133.jpg,1,0.2,0.0033333333333333335,0.36,0.26
24,Birman_129.jpg,1,0.37,0.224,0.63,0.6293333333333333
25,beagle_135.jpg,0,0.5083333333333333,0.12083333333333333,0.8694444444444445,0.5791666666666667
26,Sphynx_157.jpg,1,0.482,0.04519774011299435,0.698,0.3587570621468927
27,basset_hound_131.jpg,0,0.276,0.17333333333333334,0.57,0.9813333333333333
28,beagle_186.jpg,0,0.43,0.4550898203592814,0.75,0.8892215568862275
29,Ragdoll_161.jpg,1,0.224,0.016181229773462782,0.47,0.44983818770226536
30,scottish_terrier_141.jpg,0,0.16,0.136,0.784,0.64
31,Siamese_205.jpg,1,0.258,0.003003003003003003,0.776,0.7567567567567568
32,german_shorthaired_169.jpg,0,0.342,0.216,0.738,0.7013333333333334
33,english_cocker_spaniel_146.jpg,0,0.08,0.1791044776119403,0.434,0.6626865671641791
34,saint_bernard_134.jpg,0,0.25825825825825827,0.146,0.6666666666666666,0.418
35,pug_142.jpg,0,0.27,0.08888888888888889,0.7833333333333333,0.6666666666666666
36,miniature_pinscher_158.jpg,0,0.4666666666666667,0.17333333333333334,0.9,0.7244444444444444
37,pomeranian_163.jpg,0,0.08620689655172414,0.04672897196261682,0.3758620689655172,0.48598130841121495
38,saint_bernard_17.jpg,0,0.284,0.06133333333333333,0.772,0.624
39,english_cocker_spaniel_141.jpg,0,0.24624624624624625,0.03,0.987987987987988,0.468
40,shiba_inu_124.jpg,0,0.2613333333333333,0.288,0.5013333333333333,0.53
41,english_setter_132.jpg,0,0.204,0.10422535211267606,0.386,0.35774647887323946
42,Bombay_156.jpg,1,0.174,0.03064066852367688,0.804,0.9442896935933147
43,keeshond_168.jpg,0,0.276,0.12533333333333332,0.574,0.624
44,english_cocker_spaniel_14.jpg,0,0.45,0.06606606606606606,0.868,0.7237237237237237
45,leonberger_16.jpg,0,0.238,0.06082725060827251,0.744,0.6058394160583942
46,Egyptian_Mau_18.jpg,1,0.068,0.11662531017369727,0.532,0.6178660049627791
47,newfoundland_15.jpg,0,0.174,0.07807807807807808,0.576,0.7477477477477478
48,shiba_inu_104.jpg,0,0.362,0.003003003003003003,0.794,0.7267267267267268
49,yorkshire_terrier_109.jpg,0,0.148,0.0021231422505307855,0.678,0.6857749469214437
50,german_shorthaired_127.jpg,0,0.21568627450980393,0.08,0.7030812324929971,0.34
51,german_shorthaired_164.jpg,0,0.12024048096192384,0.096,0.9158316633266533,0.796
52,great_pyrenees_190.jpg,0,0.182,0.17066666666666666,0.44,0.48
53,Egyptian_Mau_113.jpg,1,0.6320754716981132,0.07756813417190776,0.789308176100629,0.34591194968553457
54,basset_hound_117.jpg,0,0.474,0.09309309309309309,0.958,0.8828828828828829
55,saint_bernard_127.jpg,0,0.264,0.08383233532934131,0.768,0.8263473053892215
56,shiba_inu_125.jpg,0,0.602,0.0391566265060241,0.818,0.49096385542168675
57,american_bulldog_152.jpg,0,0.266,0.03592814371257485,0.846,0.9011976047904192
58,staffordshire_bull_terrier_124.jpg,0,0.446,0.30933333333333335,0.7,0.6026666666666667
59,Abyssinian_165.jpg,1,0.048,0.1501416430594901,0.354,0.5609065155807366
60,english_cocker_spaniel_154.jpg,0,0.382,0.128,0.768,0.5946666666666667
61,Egyptian_Mau_132.jpg,1,0.2394736842105263,0.1383399209486166,0.41842105263157897,0.4031620553359684
62,shiba_inu_158.jpg,0,0.05405405405405406,0.154,0.6576576576576577,0.424
63,basset_hound_136.jpg,0,0.074,0.18933333333333333,0.828,0.7546666666666667
64,pomeranian_166.jpg,0,0.13756613756613756,0.01,0.9153439153439153,0.48333333333333334
65,yorkshire_terrier_162.jpg,0,0.44,0.10133333333333333,0.694,0.6266666666666667
66,keeshond_10.jpg,0,0.18125,0.09583333333333334,0.903125,0.7708333333333334
67,newfoundland_185.jpg,0,0.288,0.16533333333333333,0.896,0.904
68,beagle_151.jpg,0,0.022,0.06417112299465241,0.788,0.8716577540106952
69,yorkshire_terrier_188.jpg,0,0.188,0.10778443113772455,0.756,0.7874251497005988
70,Abyssinian_195.jpg,1,0.04519774011299435,0.02,0.6610169491525424,0.4033333333333333
71,Bombay_172.jpg,1,0.705607476635514,0.0228310502283105,0.9766355140186916,0.3219178082191781
72,newfoundland_124.jpg,0,0.596,0.26126126126126126,0.784,0.5315315315315315
